order_id,customer_id,order_date,order_amount,status
ORD-1786976374046-0D8C61E1,CUST-00893,2026-08-11T07:11:25.272Z,329.96,COMPLETED
ORD-1786976374046-B81A2492,CUST-00746,2025-07-14T23:29:02.267Z,54.04,SHIPPED
ORD-1786976374046-215CC472,CUST-00937,2025-12-22T01:48:49.548Z,358.74,DELIVERED
ORD-1786976374046-7244E710,CUST-00037,2026-06-04T10:10:38.380Z,49.41,SHIPPED
ORD-1786976374046-A6277A79,CUST-00665,2025-05-27T04:34:57.575Z,295.77,PROCESSING
ORD-1786976374046-D54A9B72,CUST-00471,2025-11-23T18:32:09.921Z,217.16,SHIPPED
ORD-1786976374046-A7F6F561,CUST-00452,2025-11-14T23:49:10.791Z,38.30,PENDING
ORD-1786976374046-2CF3161C,CUST-00203,2025-11-01T06:13:28.818Z,103.82,PROCESSING
ORD-1786976374046-A60D0D6E,CUST-00754,2025-03-16T07:10:26.535Z,281.10,PENDING
ORD-1786976374046-254DC647,CUST-00386,2026-06-29T02:49:55.056Z,435.38,PROCESSING
ORD-1786976374046-A61F9C98,CUST-00592,2025-06-25T12:15:11.105Z,391.66,PROCESSING
ORD-1786976374046-0FF6AADF,CUST-00158,2025-01-28T06:17:23.783Z,313.55,PROCESSING
ORD-1786976374046-1D900D83,CUST-00581,2025-07-30T20:41:30.605Z,302.69,SHIPPED
ORD-1786976374046-F851E793,CUST-00505,2025-07-09T17:46:18.352Z,226.50,COMPLETED
ORD-1786976374046-5A917ED1,CUST-00250,2025-06-16T15:22:42.994Z,42.49,CANCELLED
ORD-1786976374046-993433EA,CUST-00708,2025-09-15T18:07:59.897Z,149.17,CANCELLED
ORD-1786976374046-68EDA6AA,CUST-00462,2025-04-04T05:09:08.881Z,312.12,PENDING
ORD-1786976374046-FD0B6155,CUST-00503,2026-06-02T21:44:19.037Z,389.80,CANCELLED
ORD-1786976374046-484718A1,CUST-00829,2025-10-18T15:18:55.773Z,195.58,PENDING
ORD-1786976374046-C7197434,CUST-00483,2025-07-31T21:24:09.946Z,134.08,CANCELLED
ORD-1786976374046-8B1043ED,CUST-00361,2025-11-12T12:10:20.983Z,317.63,PENDING
ORD-1786976374046-6F50D091,CUST-00441,2026-05-01T00:37:27.702Z,25.23,CANCELLED
ORD-1786976374046-D1CD63B2,CUST-00822,2025-05-08T21:51:30.251Z,145.92,DELIVERED
ORD-1786976374046-D01723F4,CUST-00596,2025-05-24T11:43:55.639Z,138.51,PENDING
ORD-1786976374046-91617B2A,CUST-00695,2025-08-30T04:57:43.216Z,497.05,PROCESSING
ORD-1786976374046-A2B713CB,CUST-00496,2025-12-02T05:14:55.043Z,486.57,COMPLETED
ORD-1786976374046-9FAD1844,CUST-00688,2026-03-02T00:13:01.278Z,444.75,DELIVERED
ORD-1786976374046-5AF2D4A8,CUST-00989,2026-06-13T15:07:03.192Z,441.24,SHIPPED
ORD-1786976374046-6F0E8D9F,CUST-00031,2025-10-15T18:05:28.746Z,285.93,PENDING
ORD-1786976374046-8BAA64CB,CUST-00255,2026-04-26T05:54:16.599Z,438.09,PENDING
ORD-1786976374046-9769B2FD,CUST-00184,2026-02-12T04:14:52.044Z,155.63,CANCELLED
ORD-1786976374046-D9F665A7,CUST-00607,2025-08-05T13:20:03.347Z,95.53,COMPLETED
ORD-1786976374046-1BDF1F67,CUST-00081,2026-03-21T11:58:56.499Z,283.03,COMPLETED
ORD-1786976374046-16393F06,CUST-00056,2025-10-22T18:27:39.820Z,64.19,CANCELLED
ORD-1786976374046-A1E7293E,CUST-00007,2025-12-20T22:34:44.147Z,275.12,SHIPPED
ORD-1786976374046-A6524855,CUST-00451,2025-05-31T15:01:48.742Z,379.59,PENDING
ORD-1786976374046-43C1A735,CUST-00222,2026-08-08T07:21:33.183Z,299.05,CANCELLED
ORD-1786976374046-79BB3DC5,CUST-00363,2026-07-18T21:56:26.120Z,411.56,CANCELLED
ORD-1786976374046-9E087C29,CUST-00479,2026-02-01T04:50:46.740Z,183.64,CANCELLED
ORD-1786976374046-0D3E5F99,CUST-00917,2026-07-22T20:35:40.268Z,31.43,COMPLETED
ORD-1786976374046-1599E2E3,CUST-00819,2025-08-01T05:00:31.725Z,460.14,SHIPPED
ORD-1786976374046-032ED672,CUST-00671,2026-06-07T16:54:35.703Z,465.44,DELIVERED
ORD-1786976374046-CCA8E9FE,CUST-00908,2025-11-03T23:53:09.603Z,322.85,CANCELLED
ORD-1786976374046-AF1DA7CC,CUST-00118,2026-06-30T10:03:31.598Z,447.30,SHIPPED
ORD-1786976374046-7175E160,CUST-00337,2026-02-22T00:35:30.240Z,394.11,PROCESSING
ORD-1786976374046-20A41A1B,CUST-00837,2025-09-20T01:09:46.268Z,238.61,COMPLETED
ORD-1786976374046-75167FB2,CUST-00538,2025-05-06T16:30:12.076Z,401.53,DELIVERED
ORD-1786976374046-682C4107,CUST-00019,2025-05-30T21:39:06.392Z,413.12,PROCESSING
ORD-1786976374046-BF197E11,CUST-00905,2026-04-19T02:04:52.022Z,355.38,PROCESSING
ORD-1786976374046-B15B826B,CUST-00989,2025-10-14T04:13:48.210Z,23.62,CANCELLED
ORD-1786976374046-D60D6253,CUST-00484,2025-12-04T18:54:12.075Z,367.56,COMPLETED
ORD-1786976374046-C574EDF1,CUST-00147,2025-08-09T12:15:40.764Z,246.59,PROCESSING
ORD-1786976374046-B0722481,CUST-00552,2026-04-27T13:42:52.454Z,161.96,PENDING
ORD-1786976374046-CD82CB75,CUST-00346,2026-02-15T07:11:33.510Z,462.04,CANCELLED
ORD-1786976374046-C237D37A,CUST-00142,2025-09-17T22:11:15.737Z,301.04,DELIVERED
ORD-1786976374046-81BFADC5,CUST-00106,2026-07-13T15:26:56.163Z,356.50,CANCELLED
ORD-1786976374046-4A0B978F,CUST-00197,2026-06-16T10:53:00.659Z,366.56,PROCESSING
ORD-1786976374046-0F178879,CUST-00691,2026-03-22T02:55:07.299Z,233.17,DELIVERED
ORD-1786976374046-A5A91CB4,CUST-00259,2025-02-11T09:13:23.381Z,414.90,PENDING
ORD-1786976374046-AE87CAE9,CUST-00482,2025-02-02T03:37:17.735Z,447.93,DELIVERED
ORD-1786976374046-08798352,CUST-00759,2025-02-18T12:55:55.098Z,418.87,COMPLETED
ORD-1786976374046-F0AAA0DB,CUST-00767,2026-07-10T04:58:50.436Z,403.10,DELIVERED
ORD-1786976374046-577A8507,CUST-00299,2026-06-07T09:52:14.891Z,458.16,PROCESSING
ORD-1786976374046-652347C4,CUST-00956,2025-03-12T05:15:09.509Z,194.00,DELIVERED
ORD-1786976374046-A96CA712,CUST-00040,2026-01-16T01:39:31.426Z,84.04,COMPLETED
ORD-1786976374046-F919B961,CUST-00821,2025-11-15T11:37:34.182Z,333.63,DELIVERED
ORD-1786976374046-08C19686,CUST-00674,2025-11-20T19:49:11.677Z,91.79,COMPLETED
ORD-1786976374046-E0E1DB9C,CUST-00199,2025-01-03T16:22:47.527Z,444.81,SHIPPED
ORD-1786976374046-720F6847,CUST-00664,2026-01-07T13:28:11.843Z,416.81,PROCESSING
ORD-1786976374046-0B274391,CUST-00976,2026-07-20T05:27:40.539Z,60.52,CANCELLED
ORD-1786976374046-D89DECF2,CUST-00228,2026-01-27T09:41:28.351Z,24.30,PROCESSING
ORD-1786976374046-FAD8A6EA,CUST-00050,2025-01-25T09:39:34.207Z,263.17,SHIPPED
ORD-1786976374046-47F474C4,CUST-00974,2025-10-16T03:59:46.348Z,430.42,PROCESSING
ORD-1786976374046-19956017,CUST-00257,2026-07-09T00:07:32.726Z,317.83,CANCELLED
ORD-1786976374046-8E03F724,CUST-00510,2026-04-29T06:13:53.385Z,86.58,PENDING
ORD-1786976374046-D84066CF,CUST-00189,2026-01-31T00:31:28.857Z,283.80,COMPLETED
ORD-1786976374046-5BE89815,CUST-00130,2026-03-10T03:47:00.146Z,349.85,PROCESSING
ORD-1786976374046-394D6805,CUST-00842,2025-01-19T22:11:49.425Z,170.87,PROCESSING
ORD-1786976374046-8DD35562,CUST-00962,2025-07-15T13:36:02.662Z,232.03,PENDING
ORD-1786976374046-B02BFB85,CUST-00961,2025-05-31T14:31:18.514Z,200.01,PROCESSING
ORD-1786976374046-484EBE63,CUST-00853,2025-01-19T03:12:43.364Z,185.02,PROCESSING
ORD-1786976374046-B23BC71D,CUST-00146,2025-08-15T01:37:24.804Z,383.83,CANCELLED
ORD-1786976374046-5D9216B5,CUST-00328,2026-03-09T21:44:34.926Z,293.01,PENDING
ORD-1786976374046-0B2191A8,CUST-00608,2025-08-21T04:55:39.602Z,197.35,DELIVERED
ORD-1786976374046-146F8216,CUST-00376,2025-12-08T20:13:32.649Z,238.95,DELIVERED
ORD-1786976374046-044E6A29,CUST-00562,2025-01-16T16:32:26.394Z,210.91,COMPLETED
ORD-1786976374046-82A6C562,CUST-00137,2025-11-29T21:17:25.175Z,401.40,PENDING
ORD-1786976374046-916B1586,CUST-00775,2026-02-13T05:50:07.133Z,263.04,PENDING
ORD-1786976374046-ACCC1AC1,CUST-00696,2025-06-15T06:59:34.816Z,451.13,COMPLETED
ORD-1786976374046-97FAD567,CUST-00148,2025-07-26T00:23:52.020Z,345.13,DELIVERED
ORD-1786976374046-D98839EE,CUST-00133,2025-01-07T12:35:14.584Z,430.75,PENDING
ORD-1786976374046-C9F2C4A7,CUST-00933,2026-04-27T19:03:01.417Z,116.09,SHIPPED
ORD-1786976374047-496B508E,CUST-00768,2026-03-28T08:02:57.666Z,487.98,CANCELLED
ORD-1786976374047-76B564AB,CUST-00322,2025-05-09T18:35:27.517Z,365.99,SHIPPED
ORD-1786976374047-48BDEAC0,CUST-00883,2026-05-23T07:48:28.545Z,44.05,PENDING
ORD-1786976374047-0944C349,CUST-00941,2025-10-21T06:47:46.275Z,209.72,DELIVERED
ORD-1786976374047-CFF3EF50,CUST-00622,2025-07-21T23:51:15.467Z,14.31,SHIPPED
ORD-1786976374047-96435218,CUST-00089,2025-09-11T08:53:00.899Z,122.87,SHIPPED
ORD-1786976374047-85D2F484,CUST-00996,2025-03-02T14:52:11.570Z,206.47,COMPLETED
ORD-1786976374047-D0EF43DE,CUST-00252,2025-06-22T22:55:02.144Z,395.31,SHIPPED
ORD-1786976374047-1CB7327E,CUST-00194,2025-11-25T05:03:34.765Z,192.04,DELIVERED
ORD-1786976374047-A8E83ECB,CUST-00268,2025-02-09T05:11:27.146Z,325.26,CANCELLED
ORD-1786976374047-318BB636,CUST-00914,2025-02-04T14:28:50.636Z,157.28,PENDING
ORD-1786976374047-9019EC44,CUST-00213,2025-08-25T22:17:19.247Z,140.48,PENDING
ORD-1786976374048-C2D9AA80,CUST-00485,2025-07-28T06:22:54.966Z,60.99,PENDING
ORD-1786976374048-4C4CF047,CUST-00087,2025-09-22T07:53:15.237Z,401.74,DELIVERED
ORD-1786976374048-4288F2AB,CUST-00193,2025-07-12T11:12:17.970Z,51.66,DELIVERED
ORD-1786976374048-97227B14,CUST-00028,2025-07-16T18:45:11.414Z,211.95,PROCESSING
ORD-1786976374048-B51CECF9,CUST-00208,2026-04-20T18:01:10.216Z,353.27,COMPLETED
ORD-1786976374048-F35F1E35,CUST-00097,2025-09-10T19:50:00.823Z,372.15,CANCELLED
ORD-1786976374048-9D5A5588,CUST-00808,2025-08-01T17:44:47.325Z,296.39,PENDING
ORD-1786976374048-48325C5F,CUST-00172,2025-08-25T04:16:50.931Z,487.88,SHIPPED
ORD-1786976374048-75B6DD98,CUST-00378,2025-10-20T04:07:08.160Z,77.72,PROCESSING
ORD-1786976374048-810CEF21,CUST-00997,2025-10-19T02:15:38.710Z,241.43,PENDING
ORD-1786976374048-B2242D56,CUST-00973,2025-02-16T14:14:16.399Z,406.67,DELIVERED
ORD-1786976374048-DA5AE46E,CUST-00035,2025-03-22T09:58:26.492Z,168.39,CANCELLED
ORD-1786976374048-C5EB8E43,CUST-00435,2025-09-17T11:39:28.826Z,299.84,PROCESSING
ORD-1786976374048-ED4BA339,CUST-00252,2026-04-30T05:58:38.417Z,139.84,DELIVERED
ORD-1786976374048-F654D8F7,CUST-00958,2026-04-19T14:45:44.954Z,295.37,CANCELLED
ORD-1786976374048-A99D01FB,CUST-00327,2026-07-05T14:29:50.986Z,343.40,DELIVERED
ORD-1786976374048-08AA9FB6,CUST-00247,2026-05-10T01:45:40.359Z,332.95,PROCESSING
ORD-1786976374048-7B001AC3,CUST-00084,2025-10-16T09:09:58.981Z,298.06,PROCESSING
ORD-1786976374048-3A607F38,CUST-00187,2025-05-07T21:53:59.001Z,438.53,PROCESSING
ORD-1786976374048-3F61A9B8,CUST-00738,2026-07-23T16:49:31.802Z,431.45,PENDING
ORD-1786976374048-0D1D4E30,CUST-00631,2025-06-24T14:13:40.128Z,221.98,PENDING
ORD-1786976374048-16EABDB7,CUST-00590,2026-04-15T14:29:26.442Z,98.63,COMPLETED
ORD-1786976374048-DBB93D7F,CUST-00529,2026-01-17T14:19:24.114Z,213.01,COMPLETED
ORD-1786976374048-92768D65,CUST-00629,2026-07-04T18:03:43.266Z,301.59,PENDING
ORD-1786976374048-3CF9C5FC,CUST-00443,2026-01-07T18:15:39.700Z,203.10,PENDING
ORD-1786976374048-099CEB7B,CUST-00709,2026-02-06T03:27:05.502Z,89.53,COMPLETED
ORD-1786976374048-38FCE48F,CUST-00538,2025-11-17T03:38:44.350Z,122.18,COMPLETED
ORD-1786976374048-BDF17965,CUST-00151,2025-01-10T12:32:04.948Z,325.07,PROCESSING
ORD-1786976374048-82ECECD2,CUST-00665,2025-06-20T22:32:35.362Z,123.07,DELIVERED
ORD-1786976374048-EA1A46A5,CUST-00664,2026-04-13T07:37:08.369Z,439.99,PROCESSING
ORD-1786976374048-B3CE243E,CUST-00368,2025-09-26T03:51:22.440Z,462.30,SHIPPED
ORD-1786976374048-297428C5,CUST-00596,2025-07-24T09:07:35.520Z,483.62,PROCESSING
ORD-1786976374048-940E6193,CUST-00510,2025-08-07T00:36:50.412Z,416.92,CANCELLED
ORD-1786976374048-DC01DA31,CUST-00998,2026-07-21T18:38:52.768Z,214.90,CANCELLED
ORD-1786976374048-2553C76A,CUST-00232,2025-12-16T16:29:35.615Z,217.43,SHIPPED
ORD-1786976374048-0C8C3E1D,CUST-00534,2025-06-25T16:58:06.391Z,318.66,SHIPPED
ORD-1786976374048-E94696B6,CUST-00694,2025-03-23T06:59:25.218Z,436.27,CANCELLED
ORD-1786976374048-DC02D4A4,CUST-00101,2026-01-05T01:06:50.176Z,195.15,DELIVERED
ORD-1786976374048-D044001A,CUST-00160,2025-01-07T02:28:44.255Z,361.65,CANCELLED
ORD-1786976374048-39F15DE7,CUST-00097,2025-10-14T13:32:07.558Z,70.25,COMPLETED
ORD-1786976374048-AE36C132,CUST-00828,2025-06-27T11:12:21.828Z,92.73,DELIVERED
ORD-1786976374048-E5A97E21,CUST-00669,2026-07-09T21:23:50.603Z,240.62,CANCELLED
ORD-1786976374048-9133B7E7,CUST-00599,2025-11-11T07:38:15.706Z,31.98,CANCELLED
ORD-1786976374048-FFD43A31,CUST-00158,2026-04-25T18:05:40.463Z,423.63,PENDING
ORD-1786976374048-EA3F536A,CUST-00470,2025-10-24T03:59:13.445Z,335.49,SHIPPED
ORD-1786976374048-F5ADF951,CUST-00040,2026-02-09T20:22:38.470Z,27.16,DELIVERED
ORD-1786976374048-5A73CB59,CUST-00042,2025-11-16T16:43:52.023Z,148.60,CANCELLED
ORD-1786976374048-5EE5646B,CUST-00083,2025-06-03T07:39:51.194Z,248.49,PENDING
ORD-1786976374048-3E154A2E,CUST-00507,2025-01-05T20:36:10.897Z,449.34,SHIPPED
ORD-1786976374048-0DD8BE38,CUST-00219,2026-07-15T23:36:05.027Z,396.95,SHIPPED
ORD-1786976374048-4E1FC688,CUST-00914,2026-05-12T20:52:31.553Z,339.19,PENDING
ORD-1786976374048-EE49DF1A,CUST-00550,2025-02-17T16:10:48.907Z,451.58,CANCELLED
ORD-1786976374048-535B25F1,CUST-00390,2026-01-31T14:48:44.168Z,40.33,PENDING
ORD-1786976374048-4E6D0400,CUST-00142,2026-04-26T06:38:32.135Z,439.59,CANCELLED
ORD-1786976374048-E9FF191C,CUST-00710,2026-05-26T05:33:01.558Z,206.60,COMPLETED
ORD-1786976374048-6BFBF7B9,CUST-00478,2025-10-20T08:36:16.903Z,175.58,SHIPPED
ORD-1786976374048-303DC2A1,CUST-00918,2025-02-13T02:16:57.506Z,431.67,COMPLETED
ORD-1786976374048-F79FA477,CUST-00099,2026-02-01T17:22:21.070Z,57.73,PENDING
ORD-1786976374048-61B38CE1,CUST-00110,2025-10-01T00:47:01.643Z,294.65,SHIPPED
ORD-1786976374048-2D3C3A39,CUST-00647,2026-05-16T15:27:14.449Z,120.60,PENDING
ORD-1786976374048-C5E59E33,CUST-00983,2026-02-25T14:43:51.044Z,421.57,COMPLETED
ORD-1786976374048-7D635B04,CUST-00500,2026-08-04T06:31:59.767Z,297.74,PROCESSING
ORD-1786976374048-D78511A2,CUST-00239,2026-05-04T01:49:04.077Z,364.68,CANCELLED
ORD-1786976374048-BE149D48,CUST-00591,2026-05-20T09:29:14.860Z,337.58,PENDING
ORD-1786976374048-61DBC89A,CUST-00535,2025-05-10T21:14:36.272Z,247.59,SHIPPED
ORD-1786976374048-1048AE8B,CUST-00558,2026-01-01T03:12:44.446Z,334.65,PENDING
ORD-1786976374048-ADB12DDE,CUST-00512,2025-01-24T09:20:39.502Z,295.93,CANCELLED
ORD-1786976374048-655C9395,CUST-00167,2025-03-21T04:11:52.984Z,481.35,PENDING
ORD-1786976374048-E34313B1,CUST-00879,2025-06-15T07:14:34.485Z,420.42,DELIVERED
ORD-1786976374048-0DD854ED,CUST-00865,2025-07-27T09:09:23.792Z,240.50,CANCELLED
ORD-1786976374048-64AE9A8D,CUST-00835,2025-12-10T23:04:03.806Z,477.77,DELIVERED
ORD-1786976374048-FA378911,CUST-00090,2025-10-27T01:16:33.488Z,490.06,PENDING
ORD-1786976374048-CE4B898D,CUST-00333,2025-01-11T00:05:42.457Z,412.63,DELIVERED
ORD-1786976374048-42A82294,CUST-00694,2026-01-09T20:08:16.866Z,346.76,SHIPPED
ORD-1786976374048-48FE0C25,CUST-00844,2025-08-23T00:34:11.491Z,94.68,PROCESSING
ORD-1786976374048-1D1C6348,CUST-00743,2026-01-16T08:21:48.863Z,31.65,SHIPPED
ORD-1786976374048-B2024A50,CUST-00165,2026-05-26T18:09:19.314Z,35.80,DELIVERED
ORD-1786976374048-3D6C04F4,CUST-00189,2025-09-22T18:59:00.667Z,198.12,CANCELLED
ORD-1786976374048-1A05274F,CUST-00251,2026-01-15T18:00:21.643Z,159.27,DELIVERED
ORD-1786976374048-39AA8DCA,CUST-00860,2025-06-11T21:33:35.648Z,140.97,COMPLETED
ORD-1786976374048-1528AC6A,CUST-00271,2025-08-09T15:36:07.829Z,152.88,CANCELLED
ORD-1786976374048-19F62B83,CUST-00956,2025-03-10T09:12:04.578Z,468.13,SHIPPED
ORD-1786976374048-00C2FEBA,CUST-00577,2025-03-06T03:30:48.200Z,455.95,PENDING
ORD-1786976374048-6A807D59,CUST-00853,2025-07-19T11:04:13.222Z,122.90,PROCESSING
ORD-1786976374048-C54857DF,CUST-00419,2025-04-27T15:06:56.820Z,365.96,CANCELLED
ORD-1786976374048-66C756E2,CUST-00732,2025-09-17T23:19:03.840Z,395.89,SHIPPED
ORD-1786976374049-6DD2A5E3,CUST-00612,2025-11-18T22:18:29.934Z,230.30,CANCELLED
ORD-1786976374049-3146C6A0,CUST-00387,2025-03-03T10:20:02.092Z,52.63,CANCELLED
ORD-1786976374049-CB1B8B27,CUST-00512,2025-10-25T17:21:10.137Z,463.97,SHIPPED
ORD-1786976374049-7FE9FDF7,CUST-00456,2025-09-25T04:10:05.513Z,452.97,PENDING
ORD-1786976374049-CF160395,CUST-00620,2025-09-19T07:09:40.727Z,114.61,DELIVERED
ORD-1786976374049-D9B35BCC,CUST-00322,2025-12-27T06:32:38.009Z,237.93,CANCELLED
ORD-1786976374049-060F2AF1,CUST-00181,2025-09-18T02:04:41.140Z,166.80,PROCESSING
ORD-1786976374049-AD2AC33B,CUST-00916,2025-06-28T15:51:33.042Z,408.24,PROCESSING
ORD-1786976374049-84E346E3,CUST-00119,2025-11-09T05:53:18.712Z,23.83,PENDING
ORD-1786976374049-026DC2B8,CUST-00536,2025-01-13T16:16:06.956Z,505.84,DELIVERED
ORD-1786976374049-406DE59F,CUST-00449,2025-10-21T09:36:42.528Z,13.11,DELIVERED
ORD-1786976374049-D2B68D47,CUST-00243,2026-04-16T14:37:26.062Z,66.11,COMPLETED
ORD-1786976374049-BAAF4738,CUST-00647,2025-07-31T14:19:42.965Z,280.16,SHIPPED
ORD-1786976374049-4B850782,CUST-00288,2025-06-21T05:09:35.835Z,451.30,CANCELLED
ORD-1786976374049-E409CECE,CUST-00410,2025-07-05T17:21:00.375Z,64.83,PENDING
ORD-1786976374049-E90E401F,CUST-00485,2025-09-02T16:14:02.356Z,46.03,PENDING
ORD-1786976374049-F4B5EDA8,CUST-00379,2025-12-12T11:59:40.612Z,199.99,PROCESSING
ORD-1786976374049-7A7E6794,CUST-00266,2026-06-06T23:37:22.400Z,447.99,PENDING
ORD-1786976374049-785C0B4F,CUST-00785,2025-08-13T16:35:09.248Z,70.33,PENDING
ORD-1786976374049-A5E4437B,CUST-00584,2026-04-20T07:51:41.319Z,155.88,SHIPPED
ORD-1786976374049-26C2D68C,CUST-00867,2026-06-09T11:40:01.477Z,13.70,PROCESSING
ORD-1786976374049-D522825D,CUST-00107,2025-11-28T15:06:59.254Z,376.47,PENDING
ORD-1786976374049-AC917BBD,CUST-00536,2026-04-21T02:59:05.838Z,13.80,SHIPPED
ORD-1786976374049-17403195,CUST-00779,2025-09-22T20:59:57.737Z,364.53,PENDING
ORD-1786976374049-A450B74F,CUST-00325,2026-04-21T22:26:49.757Z,94.03,DELIVERED
ORD-1786976374049-39290B1A,CUST-00143,2025-11-04T13:36:18.596Z,234.55,PENDING
ORD-1786976374049-95ABED75,CUST-00705,2026-03-28T19:42:52.814Z,484.94,SHIPPED
ORD-1786976374049-0B6FE84F,CUST-00787,2025-02-03T07:11:54.707Z,418.94,PENDING
ORD-1786976374049-FABC9512,CUST-00332,2026-03-10T04:14:47.668Z,295.60,CANCELLED
ORD-1786976374049-97C59F68,CUST-00405,2025-09-24T19:23:46.915Z,282.02,PROCESSING
ORD-1786976374049-7EC064C2,CUST-00234,2025-08-16T13:53:26.941Z,112.13,CANCELLED
ORD-1786976374049-EF9835B3,CUST-00671,2026-04-05T03:25:12.407Z,481.57,SHIPPED
ORD-1786976374049-8FFFDB1B,CUST-00946,2025-05-19T13:33:53.729Z,78.47,SHIPPED
ORD-1786976374049-970B2A5D,CUST-00791,2026-01-18T12:58:37.056Z,469.88,PENDING
ORD-1786976374049-C0EE0AA2,CUST-00753,2026-06-26T18:53:26.137Z,404.56,CANCELLED
ORD-1786976374049-A464A1E5,CUST-00175,2026-04-16T06:36:33.512Z,491.92,COMPLETED
ORD-1786976374049-A524D21D,CUST-00907,2025-05-08T13:56:06.969Z,369.51,PROCESSING
