order_id,customer_id,order_date,order_amount,status
ORD-1786976310998-EAE4FB4E,CUST-00207,2025-08-08T20:37:50.306Z,484.77,COMPLETED
ORD-1786976310998-F92F351A,CUST-00773,2025-01-27T21:24:38.259Z,340.84,PROCESSING
ORD-1786976310998-A58D6E3A,CUST-00205,2026-05-05T21:15:10.661Z,368.78,COMPLETED
ORD-1786976310998-3F4C9B59,CUST-00618,2026-07-08T20:01:42.869Z,224.95,CANCELLED
ORD-1786976310998-42E0A130,CUST-00220,2025-06-04T16:16:03.807Z,97.55,SHIPPED
ORD-1786976310998-60062322,CUST-00914,2026-06-26T11:02:32.092Z,430.15,COMPLETED
ORD-1786976310998-0B565846,CUST-00880,2025-09-09T23:58:06.437Z,191.15,PROCESSING
ORD-1786976310998-A5AF0A24,CUST-00991,2025-11-03T17:58:53.209Z,489.26,CANCELLED
ORD-1786976310998-6FA73E82,CUST-00097,2026-06-10T16:03:48.411Z,32.41,PROCESSING
ORD-1786976310998-0276BAB4,CUST-00851,2026-02-18T04:16:38.269Z,443.50,PENDING
ORD-1786976310998-8ECD5E72,CUST-00446,2025-03-02T23:47:14.520Z,374.39,PROCESSING
ORD-1786976310998-4B6D6085,CUST-00816,2026-08-01T01:35:51.771Z,12.92,PROCESSING
ORD-1786976310998-20DE8901,CUST-00563,2025-09-06T13:02:01.911Z,349.69,SHIPPED
ORD-1786976310998-664DECFC,CUST-00440,2025-08-04T00:21:55.233Z,221.40,PROCESSING
ORD-1786976310998-A7A45E15,CUST-00028,2026-06-07T04:16:33.564Z,35.90,SHIPPED
ORD-1786976310998-027D6413,CUST-00089,2026-07-10T19:53:57.916Z,281.84,PENDING
ORD-1786976310998-78EA1472,CUST-00909,2026-03-25T23:52:30.689Z,503.77,COMPLETED
ORD-1786976310998-1B29A238,CUST-00665,2025-05-16T14:23:48.003Z,235.34,COMPLETED
ORD-1786976310998-8D8808BF,CUST-00107,2026-05-28T05:09:09.834Z,65.30,SHIPPED
ORD-1786976310998-5C5979C9,CUST-00405,2026-06-29T01:27:53.184Z,278.09,DELIVERED
ORD-1786976310998-260E6D63,CUST-00279,2026-06-04T07:24:36.337Z,418.13,PENDING
ORD-1786976310998-068F57A3,CUST-00059,2026-03-10T12:21:08.399Z,282.71,SHIPPED
ORD-1786976310998-C1E5E0DE,CUST-00411,2026-02-03T09:16:43.506Z,426.71,PENDING
ORD-1786976310998-A63F3C39,CUST-00220,2025-02-26T16:18:44.671Z,192.06,COMPLETED
ORD-1786976310998-22332FA9,CUST-00901,2025-11-07T09:02:19.797Z,16.63,COMPLETED
ORD-1786976310998-EAF7BEF6,CUST-00130,2025-09-27T09:46:32.090Z,311.13,CANCELLED
ORD-1786976310998-1248141F,CUST-00659,2026-06-13T12:55:11.084Z,311.78,PROCESSING
ORD-1786976310998-21EA5F43,CUST-00761,2025-05-15T15:39:17.759Z,418.27,PROCESSING
ORD-1786976310998-10712AB0,CUST-00422,2026-04-05T20:01:23.822Z,316.99,DELIVERED
ORD-1786976310998-2374C60A,CUST-00954,2025-02-14T20:51:29.106Z,259.52,PENDING
ORD-1786976310998-4D5F7DF7,CUST-00110,2025-04-17T20:56:12.949Z,123.91,PENDING
ORD-1786976310998-6D44CC30,CUST-00876,2025-03-23T21:39:24.303Z,469.06,CANCELLED
ORD-1786976310998-08E85C36,CUST-00399,2026-01-14T02:08:31.237Z,117.58,SHIPPED
ORD-1786976310998-88CBDE62,CUST-00043,2026-07-13T23:02:10.949Z,483.93,PENDING
ORD-1786976310998-A95A6C36,CUST-00572,2025-02-05T15:20:12.180Z,87.37,PENDING
ORD-1786976310998-D5D8E0E9,CUST-00313,2025-03-23T01:23:02.850Z,180.42,CANCELLED
ORD-1786976310998-D92785B6,CUST-00990,2026-03-22T22:51:03.555Z,491.13,SHIPPED
ORD-1786976310998-529611DF,CUST-00472,2025-02-24T13:21:11.577Z,433.84,PROCESSING
ORD-1786976310998-6F2767CE,CUST-00371,2025-11-10T15:04:54.358Z,426.65,PENDING
ORD-1786976310998-B2DFB148,CUST-00335,2025-05-28T10:17:19.441Z,370.51,DELIVERED
ORD-1786976310998-3A37879E,CUST-00788,2025-06-15T20:16:39.361Z,484.28,DELIVERED
ORD-1786976310998-2737431D,CUST-00213,2026-02-23T12:49:23.054Z,69.56,PROCESSING
ORD-1786976310998-3056AA37,CUST-00923,2026-05-11T04:08:59.710Z,34.70,COMPLETED
ORD-1786976310998-16CF49BF,CUST-00805,2025-05-12T02:52:03.568Z,255.91,SHIPPED
ORD-1786976310998-BC152D7D,CUST-00373,2025-10-25T06:22:13.926Z,466.48,COMPLETED
ORD-1786976310998-5DCF76BF,CUST-00521,2025-11-28T13:57:16.856Z,380.95,DELIVERED
ORD-1786976310998-A49AF76D,CUST-00545,2025-10-05T16:56:49.748Z,75.86,PROCESSING
ORD-1786976310998-591942D5,CUST-00251,2026-01-30T07:06:10.465Z,311.62,PENDING
ORD-1786976310998-6C14A2B8,CUST-00083,2025-08-10T17:30:05.399Z,13.13,CANCELLED
ORD-1786976310998-7CEAF6B2,CUST-00460,2025-01-04T11:48:21.176Z,399.07,PROCESSING
ORD-1786976310998-1A81311F,CUST-00183,2025-03-25T17:27:01.780Z,425.84,SHIPPED
ORD-1786976310998-FCC4ADFA,CUST-00979,2026-01-18T00:15:30.547Z,122.15,PROCESSING
ORD-1786976310998-3341D02B,CUST-00909,2026-06-07T03:06:44.084Z,468.37,PENDING
ORD-1786976310998-CF01B17F,CUST-00751,2025-04-15T11:27:01.152Z,303.21,SHIPPED
ORD-1786976310998-99F2FEA9,CUST-00529,2025-05-19T00:04:00.443Z,499.31,COMPLETED
ORD-1786976310998-D1A335D8,CUST-00485,2026-07-31T00:34:27.175Z,443.75,PROCESSING
ORD-1786976310998-D30F6878,CUST-00850,2026-06-18T00:05:54.193Z,117.60,PROCESSING
ORD-1786976310998-65DC441A,CUST-00923,2026-01-14T00:46:10.391Z,503.05,CANCELLED
ORD-1786976310998-DBA5B0B3,CUST-00372,2025-07-24T05:08:51.742Z,298.27,PENDING
ORD-1786976310998-FEC19DA1,CUST-00027,2025-11-01T08:23:50.346Z,78.50,COMPLETED
ORD-1786976310998-D024A7E0,CUST-00720,2025-06-18T12:33:15.993Z,272.55,PROCESSING
ORD-1786976310998-19819FB7,CUST-00490,2025-03-22T00:09:55.807Z,99.98,CANCELLED
ORD-1786976310998-0BDFF1E7,CUST-00405,2025-07-29T13:09:53.811Z,461.27,SHIPPED
ORD-1786976310998-11F45DF4,CUST-00512,2025-09-04T20:52:29.919Z,114.43,CANCELLED
ORD-1786976310998-C1C4963A,CUST-00690,2026-08-11T15:53:54.030Z,358.06,PROCESSING
ORD-1786976310999-7363630A,CUST-00799,2025-03-10T11:13:23.276Z,286.67,PENDING
ORD-1786976310999-2F66337F,CUST-00331,2026-02-16T21:50:37.922Z,112.07,COMPLETED
ORD-1786976310999-F348F633,CUST-00861,2026-05-02T08:50:35.717Z,328.99,SHIPPED
ORD-1786976310999-FFA94503,CUST-00080,2025-03-31T16:34:14.838Z,374.56,COMPLETED
ORD-1786976310999-37C56B44,CUST-00288,2025-03-23T01:20:54.175Z,216.55,PROCESSING
ORD-1786976310999-DED5D12E,CUST-00781,2026-03-21T05:59:36.006Z,217.87,PROCESSING
ORD-1786976310999-9E597A2A,CUST-00205,2026-05-10T07:25:44.087Z,326.53,PENDING
ORD-1786976310999-3CA2556B,CUST-00256,2026-07-25T09:17:13.349Z,211.55,DELIVERED
ORD-1786976310999-9C0CBB28,CUST-00552,2025-06-18T23:58:44.786Z,367.87,CANCELLED
ORD-1786976310999-1EE86EF8,CUST-00199,2025-07-26T14:53:59.585Z,167.71,PROCESSING
ORD-INV-100,CUST-002,2026-05-10T10:00:00Z,-50.00,COMPLETED
ORD-1786976310999-5A74C963,CUST-00439,2026-06-14T21:01:31.107Z,336.13,DELIVERED
ORD-1786976310999-0368F192,CUST-00407,2025-12-05T04:40:16.184Z,80.62,DELIVERED
ORD-1786976310999-498CA006,CUST-00182,2026-02-14T03:35:47.474Z,445.18,PROCESSING
ORD-1786976310999-C98A16F4,CUST-00121,2025-04-16T00:56:12.254Z,81.08,CANCELLED
ORD-1786976310999-C8D0C43C,CUST-00801,2026-03-04T00:08:56.127Z,457.33,SHIPPED
ORD-1786976310999-7DE8CD31,CUST-00422,2026-07-18T07:37:24.177Z,63.04,CANCELLED
ORD-1786976310999-4BB02085,CUST-00185,2026-03-22T15:10:25.828Z,148.86,PROCESSING
ORD-1786976310999-FE074273,CUST-00007,2025-02-16T01:39:33.758Z,106.00,SHIPPED
ORD-1786976310999-CE704191,CUST-00055,2025-08-10T18:34:22.375Z,411.69,DELIVERED
ORD-1786976310999-2183D11F,CUST-00801,2025-09-22T08:19:12.420Z,264.91,PENDING
ORD-1786976310999-62FE41C3,CUST-00424,2026-04-25T13:27:39.067Z,165.83,DELIVERED
ORD-1786976310999-71240E60,CUST-00178,2025-04-03T12:55:05.330Z,349.00,PENDING
ORD-1786976310999-A643509D,CUST-00153,2026-07-05T11:53:28.514Z,253.02,CANCELLED
ORD-1786976310999-26103328,CUST-00679,2026-07-01T04:51:56.289Z,74.80,DELIVERED
ORD-1786976310999-CD400CBA,CUST-00558,2026-01-31T14:39:49.128Z,398.69,DELIVERED
ORD-1786976310999-246E307B,CUST-00474,2025-12-16T04:52:43.159Z,30.06,DELIVERED
ORD-1786976310999-EBF48E81,CUST-00072,2025-06-25T19:38:04.755Z,80.13,DELIVERED
ORD-1786976310999-23D79E33,CUST-00019,2025-08-25T02:11:17.245Z,431.37,COMPLETED
ORD-1786976310999-1BEB7952,CUST-00210,2025-05-13T21:27:10.963Z,92.06,COMPLETED
ORD-1786976310999-988D4518,CUST-00519,2025-09-03T04:01:01.271Z,374.03,CANCELLED
ORD-1786976310999-A877F1F7,CUST-00563,2025-06-27T02:30:46.044Z,112.08,PROCESSING
ORD-1786976310999-B6C9463B,CUST-00285,2025-02-21T03:11:30.016Z,163.47,CANCELLED
ORD-1786976310999-9B397D84,CUST-00279,2025-12-19T02:39:51.399Z,228.68,PROCESSING
ORD-1786976310999-5BCD6F86,CUST-00537,2026-08-01T13:09:51.107Z,16.22,PROCESSING
ORD-1786976310999-11A0DCB7,CUST-00365,2025-09-01T20:51:59.111Z,292.90,PENDING
ORD-1786976310999-9C1B15C7,CUST-00730,2026-06-29T22:34:02.484Z,219.21,CANCELLED
ORD-1786976310999-0D8289ED,CUST-00930,2026-04-12T16:16:45.333Z,367.19,DELIVERED
ORD-1786976310999-2C38036A,CUST-00082,2026-06-05T23:58:21.978Z,68.69,PROCESSING
ORD-1786976310999-F3CF569D,CUST-00498,2025-08-07T21:41:36.125Z,196.73,DELIVERED
ORD-1786976310999-90703D5C,CUST-00983,2025-08-05T23:16:24.556Z,130.50,CANCELLED
ORD-1786976310999-B3D94F5B,CUST-00657,2025-01-05T04:35:59.704Z,52.78,PROCESSING
ORD-1786976310999-1C3F4862,CUST-00614,2026-03-11T07:54:14.746Z,22.91,CANCELLED
ORD-1786976310999-DA8D0AE9,CUST-00801,2026-05-10T00:57:19.470Z,416.27,DELIVERED
ORD-1786976310999-27A47AA4,CUST-00621,2025-12-08T09:03:05.984Z,348.60,PROCESSING
ORD-1786976310999-CAC021ED,CUST-00610,2026-01-17T13:48:17.803Z,486.75,SHIPPED
ORD-1786976310999-CC49460D,CUST-00592,2025-05-10T13:29:28.366Z,199.01,COMPLETED
ORD-1786976310999-E8878F15,CUST-00645,2025-03-07T21:50:45.319Z,430.97,SHIPPED
ORD-1786976310999-4E761A18,CUST-00898,2025-07-23T01:55:19.005Z,107.36,COMPLETED
ORD-1786976310999-293D1177,CUST-00502,2026-07-23T20:36:57.211Z,477.27,PENDING
ORD-1786976310999-37A743CA,CUST-00522,2025-07-02T13:18:44.051Z,168.05,CANCELLED
ORD-1786976310999-A753A31A,CUST-00986,2025-11-10T08:25:52.381Z,367.51,CANCELLED
ORD-1786976310999-39FADE7E,CUST-00955,2026-03-18T09:40:50.174Z,353.87,PROCESSING
ORD-1786976310999-558E2449,CUST-00974,2025-08-15T02:13:48.270Z,176.44,DELIVERED
ORD-1786976310999-42B82DA9,CUST-00926,2026-07-18T00:03:54.446Z,344.80,CANCELLED
ORD-1786976310999-929F65A3,CUST-00096,2025-08-04T20:37:28.010Z,271.56,SHIPPED
ORD-1786976310999-8BE4B492,CUST-00486,2025-04-17T21:45:55.885Z,241.79,PROCESSING
ORD-1786976310999-09F98247,CUST-00470,2026-01-01T13:12:10.693Z,374.10,PENDING
ORD-1786976310999-401D8C41,CUST-00841,2025-03-30T07:09:31.773Z,409.28,COMPLETED
ORD-1786976311000-F45E3364,CUST-00954,2026-03-11T16:54:48.145Z,110.36,PENDING
ORD-1786976311000-3AD48727,CUST-00423,2026-05-20T00:30:38.166Z,492.97,SHIPPED
ORD-1786976311000-66623502,CUST-00571,2025-04-19T18:35:11.116Z,405.86,CANCELLED
ORD-1786976311000-0CE1F505,CUST-00396,2025-04-26T17:37:31.439Z,469.96,COMPLETED
ORD-1786976311000-90A67633,CUST-00444,2025-04-11T05:12:41.952Z,70.17,PENDING
ORD-1786976311000-C19D1A6D,CUST-00704,2026-02-03T20:17:13.167Z,277.46,DELIVERED
ORD-1786976311000-D88AA797,CUST-00949,2026-07-26T17:14:37.654Z,62.28,SHIPPED
ORD-1786976311000-A539D576,CUST-00368,2025-09-22T02:57:31.517Z,508.73,CANCELLED
ORD-1786976311000-8BA3702C,CUST-00787,2026-08-14T12:25:26.092Z,275.11,PROCESSING
ORD-1786976311000-7A7D036D,CUST-00996,2026-06-23T20:53:31.158Z,156.36,SHIPPED
ORD-1786976311000-D88E532E,CUST-00829,2025-06-23T22:41:42.708Z,277.84,SHIPPED
ORD-1786976311000-76085D24,CUST-00518,2025-04-03T05:20:05.656Z,324.74,COMPLETED
ORD-1786976311000-53C2AF0C,CUST-00226,2025-03-14T18:13:25.099Z,434.07,PROCESSING
ORD-1786976311000-A0B5F689,CUST-00173,2025-10-06T01:18:59.810Z,441.00,DELIVERED
ORD-1786976311000-106BB5D7,CUST-00273,2026-04-29T23:22:09.653Z,311.04,CANCELLED
ORD-1786976311000-5D10D454,CUST-00698,2025-08-03T12:57:38.618Z,162.04,DELIVERED
ORD-1786976311000-3E2B12CE,CUST-00400,2025-02-21T11:40:59.529Z,65.92,DELIVERED
ORD-1786976311000-E948BF9C,CUST-00862,2025-03-24T00:16:48.648Z,162.68,PROCESSING
ORD-1786976311000-5170AE51,CUST-00504,2025-11-19T10:10:56.180Z,11.50,PENDING
ORD-1786976311000-F1A8F26D,CUST-00324,2025-10-26T06:33:31.814Z,477.64,SHIPPED
ORD-1786976311000-637705BF,CUST-00174,2026-02-07T02:27:49.822Z,288.92,COMPLETED
ORD-1786976311000-FD76B305,CUST-00610,2025-09-30T17:42:47.399Z,402.54,SHIPPED
ORD-1786976311000-4082EC12,CUST-00027,2026-05-15T00:16:53.396Z,87.66,CANCELLED
ORD-1786976311000-25F227FD,CUST-00224,2025-10-07T09:53:57.547Z,502.26,PROCESSING
ORD-1786976311000-64AB3AD3,CUST-00710,2025-04-16T12:22:17.386Z,176.08,PROCESSING
ORD-1786976311000-B00364BA,CUST-00178,2025-09-22T23:15:40.870Z,278.97,COMPLETED
ORD-1786976311000-7F237347,CUST-00952,2025-10-09T07:27:59.037Z,38.42,DELIVERED
ORD-1786976311000-CEE385E3,CUST-00422,2025-11-10T13:45:21.697Z,37.41,DELIVERED
ORD-1786976311000-232AE968,CUST-00453,2025-06-24T12:10:42.513Z,41.83,SHIPPED
ORD-1786976311000-5F1A9D2E,CUST-00622,2025-05-05T10:17:00.523Z,183.13,DELIVERED
ORD-1786976311000-529C0079,CUST-00545,2025-06-13T15:41:02.390Z,459.28,SHIPPED
ORD-1786976311000-48C99B20,CUST-00641,2026-02-11T15:19:03.615Z,424.16,DELIVERED
ORD-1786976311000-B72CEA64,CUST-00651,2025-07-28T00:26:01.034Z,504.07,PROCESSING
ORD-1786976311000-A4173834,CUST-00849,2026-01-18T15:59:15.842Z,198.91,DELIVERED
ORD-1786976311000-D297DF7C,CUST-00055,2025-07-17T03:34:39.994Z,12.09,PROCESSING
ORD-1786976311000-FD1D1118,CUST-00355,2025-03-25T10:24:38.765Z,495.98,CANCELLED
ORD-1786976311000-4885B608,CUST-00220,2026-02-04T17:26:53.950Z,470.35,SHIPPED
ORD-1786976311000-918364D4,CUST-00597,2025-01-19T05:47:48.455Z,184.39,PROCESSING
ORD-1786976311000-C7B4230D,CUST-00854,2026-05-11T09:02:30.526Z,464.72,SHIPPED
ORD-1786976311000-081946D4,CUST-00049,2026-05-13T14:01:59.199Z,85.34,COMPLETED
ORD-1786976311000-50F0D01A,CUST-00989,2025-12-02T17:54:42.278Z,341.00,COMPLETED
ORD-1786976311000-02193ADC,CUST-00641,2025-08-22T23:36:40.947Z,347.92,COMPLETED
ORD-1786976311000-709C15BA,CUST-00305,2025-11-27T23:10:00.871Z,482.07,PROCESSING
ORD-1786976311000-2F4A27D1,CUST-00326,2025-10-08T19:49:54.279Z,323.57,PENDING
ORD-1786976311000-983BFEB4,CUST-00191,2026-07-01T22:54:12.914Z,140.11,COMPLETED
ORD-1786976311000-85E69E86,CUST-00982,2025-08-05T10:44:52.100Z,149.57,DELIVERED
ORD-1786976311000-8508DE5B,CUST-00202,2026-07-10T20:22:37.379Z,260.14,DELIVERED
ORD-1786976311000-A16771FB,CUST-00350,2025-11-18T12:48:12.042Z,463.97,PROCESSING
ORD-1786976311000-B145C382,CUST-00387,2025-04-30T04:46:23.771Z,415.64,DELIVERED
ORD-1786976311000-E8B84368,CUST-00401,2026-06-09T14:20:25.435Z,257.33,DELIVERED
ORD-1786976311000-840E3F87,CUST-00751,2026-03-30T03:52:07.030Z,324.30,PROCESSING
ORD-INV-200,,2026-05-10T10:00:00Z,120.00,PENDING
ORD-1786976311000-B43242A1,CUST-00893,2026-06-02T08:05:45.689Z,225.93,PENDING
ORD-1786976311000-4EE2AFB7,CUST-00970,2025-03-09T03:13:23.055Z,31.68,PROCESSING
ORD-1786976311000-347B6C33,CUST-00160,2026-04-10T05:38:27.980Z,325.26,PROCESSING
ORD-1786976311000-FECB5893,CUST-00680,2026-03-14T04:48:01.137Z,167.05,PROCESSING
ORD-1786976311000-C3E42ADB,CUST-00426,2025-08-15T02:31:06.436Z,231.47,SHIPPED
ORD-1786976311000-0D4435AB,CUST-00906,2025-01-23T21:09:05.676Z,439.31,PROCESSING
ORD-1786976311000-0578F24D,CUST-00720,2026-07-24T10:58:24.448Z,143.13,DELIVERED
ORD-1786976311000-36DB54C0,CUST-00682,2025-12-11T00:54:14.991Z,400.48,COMPLETED
ORD-1786976311001-70A6DCEC,CUST-00727,2025-08-06T18:32:05.245Z,169.42,DELIVERED
ORD-1786976311001-A08BBEC6,CUST-00956,2025-09-16T12:27:32.373Z,252.95,CANCELLED
ORD-1786976311001-68B79880,CUST-00253,2026-05-29T17:23:44.362Z,75.46,SHIPPED
ORD-1786976311001-8E37D500,CUST-00619,2026-07-24T09:46:08.240Z,501.69,PENDING
ORD-1786976311001-088E09F0,CUST-00412,2025-09-26T11:02:16.064Z,379.49,PROCESSING
ORD-1786976311001-1A1C1DE9,CUST-00688,2025-07-31T20:36:32.691Z,398.94,DELIVERED
ORD-1786976311001-F17FBD31,CUST-00243,2026-01-23T06:51:13.929Z,14.24,PROCESSING
ORD-1786976311001-B7EC4C7A,CUST-00292,2026-03-10T03:12:07.886Z,365.45,SHIPPED
ORD-1786976311001-F40C6F8D,CUST-00896,2025-02-12T08:37:59.893Z,498.72,PENDING
ORD-1786976311001-F5D201FD,CUST-00339,2025-11-18T03:34:52.162Z,57.40,PROCESSING
ORD-1786976311001-D609EEFD,CUST-00330,2025-03-30T08:40:47.763Z,393.00,COMPLETED
ORD-1786976311001-5D85A555,CUST-00566,2026-07-13T17:17:24.474Z,322.92,DELIVERED
ORD-1786976311001-75DF3519,CUST-00292,2025-09-18T10:50:31.784Z,51.81,PROCESSING
ORD-1786976311001-6C2D8150,CUST-00134,2026-04-18T00:42:53.255Z,496.03,DELIVERED
ORD-1786976311001-752662F5,CUST-00535,2026-08-12T15:41:31.738Z,11.06,PROCESSING
ORD-1786976311001-A7E945F3,CUST-00669,2026-07-13T14:55:12.279Z,250.57,PENDING
ORD-1786976311001-34735B35,CUST-00006,2025-06-24T21:12:23.406Z,231.01,PROCESSING
ORD-1786976311001-CACF0C4B,CUST-00726,2025-04-07T12:11:38.771Z,489.44,COMPLETED
ORD-1786976311001-5B05B020,CUST-00215,2026-01-28T09:32:54.574Z,326.82,COMPLETED
ORD-1786976311001-23282418,CUST-00839,2026-04-12T18:46:53.372Z,456.87,PENDING
ORD-1786976311001-57FE57FB,CUST-00045,2026-07-26T18:08:00.146Z,334.84,COMPLETED
ORD-1786976311001-827DD0E8,CUST-00911,2025-08-20T08:10:42.313Z,14.41,PENDING
ORD-1786976311001-58A06DE2,CUST-00865,2025-05-12T21:48:06.996Z,161.30,COMPLETED
ORD-1786976311001-BDA43250,CUST-00235,2026-07-02T18:43:01.273Z,105.97,CANCELLED
ORD-1786976311001-A0ACC2A3,CUST-00265,2025-11-15T18:31:00.739Z,189.29,PROCESSING
ORD-1786976311001-9FB7EE11,CUST-00111,2026-02-12T12:30:57.014Z,241.55,PROCESSING
ORD-1786976311001-C0C7182A,CUST-00890,2025-12-05T06:05:55.289Z,187.89,PENDING
ORD-1786976311001-994C4821,CUST-00516,2025-12-02T04:38:29.854Z,263.05,SHIPPED
ORD-1786976311001-D7D4ED4D,CUST-00984,2025-10-03T23:54:39.306Z,395.61,COMPLETED
ORD-1786976311001-38276BBA,CUST-00590,2025-04-30T20:24:02.254Z,413.26,PROCESSING
ORD-1786976311001-10E32155,CUST-00633,2025-10-14T06:40:57.886Z,297.07,DELIVERED
ORD-1786976311001-8A666AF9,CUST-00429,2025-02-14T06:04:44.335Z,127.03,SHIPPED
ORD-1786976311001-4435BDA2,CUST-00084,2026-02-01T06:20:12.769Z,258.58,CANCELLED
ORD-1786976311001-E1C29B2C,CUST-00130,2025-08-02T16:24:32.730Z,452.33,CANCELLED
ORD-1786976311001-761EB13B,CUST-00411,2025-04-11T12:54:42.482Z,507.59,DELIVERED
ORD-1786976311001-4A2147CB,CUST-00783,2025-01-11T17:38:10.125Z,42.01,PROCESSING
ORD-1786976311001-DAA2E5BF,CUST-00034,2025-11-18T01:33:35.013Z,228.98,CANCELLED
ORD-1786976311001-1E698704,CUST-00838,2026-07-13T01:58:42.870Z,151.44,PENDING
ORD-1786976311001-4205B68E,CUST-00239,2025-08-08T10:46:54.623Z,137.79,SHIPPED
ORD-1786976311001-9557C52A,CUST-00831,2026-05-19T14:48:21.778Z,376.13,PROCESSING
ORD-1786976311001-0A644F2E,CUST-00242,2026-02-02T19:33:55.808Z,29.82,CANCELLED
ORD-1786976311001-B770B14B,CUST-00230,2026-07-15T12:30:38.619Z,413.52,DELIVERED
ORD-1786976311001-C2069998,CUST-00454,2025-06-17T22:47:34.244Z,12.27,PENDING
ORD-1786976311001-5A137BA5,CUST-00414,2025-01-26T18:12:09.046Z,157.48,COMPLETED
ORD-1786976311001-3C835C28,CUST-00659,2026-06-23T00:48:49.856Z,117.45,DELIVERED
ORD-1786976311001-108DD8F7,CUST-00302,2026-06-04T20:44:41.523Z,404.71,CANCELLED
ORD-1786976311001-2B7C4C2B,CUST-00143,2026-04-17T00:15:56.314Z,123.18,CANCELLED
ORD-1786976311001-2AB9CC7B,CUST-00268,2026-02-13T15:14:36.260Z,339.47,PENDING
ORD-1786976311001-E795E224,CUST-00465,2025-03-31T13:25:02.745Z,104.77,PENDING
ORD-1786976311001-1CE06C36,CUST-00525,2025-12-14T09:07:07.906Z,314.55,PENDING
ORD-1786976311001-FEA33699,CUST-00444,2025-08-01T06:26:31.645Z,65.67,CANCELLED
ORD-1786976311001-8C34F9D0,CUST-00296,2026-03-02T06:37:25.656Z,94.42,CANCELLED
ORD-1786976311001-BEFBF188,CUST-00756,2025-03-25T08:53:24.347Z,230.98,PENDING
ORD-1786976311001-78EDFD6D,CUST-00982,2025-07-06T20:08:49.004Z,502.20,CANCELLED
ORD-1786976311001-CFA910D1,CUST-00747,2025-09-25T02:32:53.871Z,371.86,PENDING
ORD-1786976311001-7742624A,CUST-00014,2025-09-22T17:30:44.364Z,152.01,PROCESSING
ORD-1786976311001-0CD905D2,CUST-00650,2026-03-02T20:34:16.059Z,72.99,PROCESSING
ORD-1786976311001-918D51D9,CUST-00070,2025-03-22T16:37:34.459Z,445.87,PENDING
ORD-1786976311001-2E717EEC,CUST-00166,2025-10-31T04:01:40.942Z,460.01,PENDING
ORD-1786976311001-F759E824,CUST-00365,2026-02-23T10:39:17.819Z,73.12,COMPLETED
ORD-1786976311001-B1E693FD,CUST-00449,2025-03-10T11:05:59.756Z,191.13,PROCESSING
ORD-1786976311001-3B9B7780,CUST-00061,2025-12-09T17:41:35.964Z,464.01,COMPLETED
ORD-1786976311001-4C35DF27,CUST-00185,2025-03-22T08:32:04.783Z,423.53,PENDING
ORD-1786976311001-2BE47326,CUST-00511,2025-11-11T15:40:00.207Z,316.98,SHIPPED
